										
Stock Market Data Used in "Irrational Exuberance" Princeton University Press, 2000, 2005, updated										Cyclically
Robert J. Shiller										Adjusted
										Price
				  Consumer						Earnings
	S&P			Price		Long				Ratio
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE
1888.04	5.10	0.24	0.33	8.18	1888.29	3.62	147.41	7.03	9.44	15.02
1888.05	5.17	0.24	0.32	8.09	1888.37	3.60	151.19	7.07	9.31	15.39
1888.06	5.01	0.24	0.31	7.99	1888.46	3.58	148.26	7.10	9.17	15.08
1888.07	5.14	0.24	0.30	8.09	1888.54	3.56	150.32	6.97	8.82	15.28
1888.08	5.25	0.24	0.29	8.09	1888.62	3.54	153.53	6.92	8.58	15.60
1888.09	5.38	0.24	0.29	8.09	1888.71	3.52	157.34	6.87	8.33	15.99
1888.1	5.35	0.23	0.28	8.18	1888.79	3.51	154.64	6.74	8.00	15.72
1888.11	5.24	0.23	0.27	8.28	1888.87	3.49	149.72	6.62	7.67	15.22
1888.12	5.14	0.23	0.26	8.28	1888.96	3.47	146.86	6.57	7.43	14.95
1889.01	5.24	0.23	0.26	7.99	1889.04	3.45	155.07	6.78	7.79	15.80
1889.02	5.30	0.23	0.27	7.90	1889.12	3.45	158.73	6.84	7.99	16.19
1889.03	5.19	0.23	0.27	7.80	1889.21	3.45	157.33	6.90	8.18	16.07
1889.04	5.18	0.23	0.27	7.80	1889.29	3.44	157.03	6.87	8.28	16.05
1889.05	5.32	0.23	0.28	7.61	1889.37	3.44	165.30	7.02	8.60	16.92
1889.06	5.41	0.23	0.28	7.61	1889.46	3.44	168.10	6.99	8.70	17.22
1889.07	5.30	0.22	0.28	7.61	1889.54	3.44	164.68	6.97	8.80	16.89
1889.08	5.37	0.22	0.29	7.61	1889.62	3.43	166.86	6.94	8.91	17.13
1889.09	5.50	0.22	0.29	7.71	1889.71	3.43	168.79	6.83	8.90	17.35
1889.1	5.40	0.22	0.29	7.71	1889.79	3.43	165.72	6.80	9.00	17.05
1889.11	5.35	0.22	0.30	7.71	1889.87	3.43	164.18	6.78	9.11	16.91
1889.12	5.32	0.22	0.30	7.80	1889.96	3.42	161.27	6.67	9.09	16.61
1890.01	5.38	0.22	0.30	7.61	1890.04	3.42	167.17	6.84	9.30	17.22
1890.02	5.32	0.22	0.30	7.61	1890.12	3.44	165.30	6.84	9.27	17.03
1890.03	5.28	0.22	0.30	7.61	1890.21	3.45	164.06	6.84	9.24	16.90
1890.04	5.39	0.22	0.30	7.61	1890.29	3.47	167.48	6.84	9.22	17.26
1890.05	5.62	0.22	0.30	7.71	1890.37	3.49	172.47	6.75	9.08	17.79
1890.06	5.58	0.22	0.30	7.71	1890.46	3.50	171.24	6.75	9.05	17.68
1890.07	5.54	0.22	0.29	7.71	1890.54	3.52	170.02	6.75	9.03	17.59
1890.08	5.41	0.22	0.29	7.99	1890.62	3.54	160.10	6.51	8.68	16.60
1890.09	5.32	0.22	0.29	8.09	1890.71	3.55	155.58	6.43	8.55	16.17
1890.1	5.08	0.22	0.29	8.09	1890.79	3.57	148.56	6.43	8.53	15.48
1890.11	4.71	0.22	0.29	7.90	1890.87	3.59	141.06	6.59	8.71	14.75
1890.12	4.60	0.22	0.29	7.90	1890.96	3.60	137.77	6.59	8.69	14.44
1891.01	4.84	0.22	0.29	7.80	1891.04	3.62	146.72	6.67	8.92	15.43
1891.02	4.90	0.22	0.30	7.90	1891.12	3.62	146.75	6.59	8.93	15.48
1891.03	4.81	0.22	0.30	7.99	1891.21	3.62	142.34	6.51	8.95	15.05
1891.04	4.97	0.22	0.31	8.09	1891.29	3.62	145.34	6.43	8.97	15.41
1891.05	4.95	0.22	0.31	7.99	1891.37	3.61	146.48	6.51	9.20	15.57
1891.06	4.85	0.22	0.32	7.80	1891.46	3.61	147.02	6.67	9.55	15.66
1891.07	4.77	0.22	0.32	7.71	1891.54	3.61	146.38	6.75	9.80	15.62
1891.08	4.93	0.22	0.32	7.71	1891.62	3.61	151.29	6.75	9.92	16.16
1891.09	5.33	0.22	0.33	7.61	1891.71	3.61	165.61	6.84	10.18	17.71
1891.1	5.33	0.22	0.33	7.61	1891.79	3.61	165.61	6.84	10.31	17.72
1891.11	5.25	0.22	0.34	7.52	1891.87	3.60	165.19	6.92	10.57	17.67
1891.12	5.41	0.22	0.34	7.52	1891.96	3.60	170.23	6.92	10.70	18.21
1892.01	5.51	0.22	0.34	7.33	1892.04	3.60	177.88	7.16	11.06	19.02
1892.02	5.52	0.22	0.35	7.33	1892.12	3.61	178.20	7.21	11.14	19.04
